customer_id,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
5968-HYJRZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5198-EFNBM,Fiber optic,No,Yes,Yes,No,Yes,No
7516-GMHUV,Fiber optic,Yes,No,Yes,No,Yes,Yes
7140-ADSMJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2230-XTUWL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7706-YLMQA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2585-KTFRE,DSL,Yes,Yes,No,Yes,No,Yes
7994-UYIVZ,Fiber optic,No,No,No,No,No,Yes
2609-IAICY,Fiber optic,No,No,No,No,No,No
1740-CSDJP,DSL,No,No,No,No,No,Yes
7717-BICXI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6559-RAKOZ,Fiber optic,No,No,No,Yes,Yes,Yes
2636-OHFMN,DSL,No,Yes,No,No,Yes,Yes
4716-MRVEN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2143-LJULT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1323-OOEPC,Fiber optic,No,Yes,No,No,Yes,Yes
3200-MNQTF,DSL,Yes,Yes,Yes,Yes,No,No
6164-HXUGH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5630-IXDXV,Fiber optic,No,Yes,Yes,No,Yes,Yes
0320-DWVTU,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
9135-MGVPY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1212-GLHMD,Fiber optic,Yes,No,No,No,No,Yes
7878-JGDKK,DSL,No,No,No,No,No,No
1088-AUUZZ,DSL,Yes,Yes,No,Yes,No,Yes
0397-GZBBC,Fiber optic,No,No,No,No,Yes,Yes
6614-YWYSC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9588-OZDMQ,DSL,No,No,No,No,No,No
7641-EUYET,Fiber optic,Yes,Yes,Yes,No,Yes,No
6476-EPYZR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9921-ZVRHG,Fiber optic,No,No,Yes,No,No,No
1174-FGIFN,Fiber optic,No,No,No,Yes,No,Yes
6620-HVDUJ,DSL,Yes,Yes,No,Yes,No,No
4701-MLJPN,DSL,No,No,Yes,Yes,No,No
1032-MAELW,DSL,Yes,Yes,Yes,Yes,No,Yes
7641-TQFHN,Fiber optic,No,No,No,Yes,Yes,Yes
1552-TKMXS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9206-GVPEQ,DSL,Yes,No,No,Yes,Yes,Yes
8622-ZLFKO,Fiber optic,No,Yes,No,No,No,Yes
1596-BBVTG,Fiber optic,No,No,No,No,No,No
6188-UXBBR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2333-KWEWW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5702-SKUOB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1134-YWTYF,DSL,No,Yes,No,Yes,No,No
6061-GWWAV,DSL,Yes,Yes,Yes,No,Yes,No
0679-TDGAK,DSL,Yes,No,No,Yes,Yes,Yes
6585-WCEWR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9067-YGSCA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9067-SQTNS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8433-WXGNA,Fiber optic,Yes,No,No,No,No,No
1776-SPBWV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8735-SDUFN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9668-PUGNU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9405-GPBBG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1926-QUZNN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3707-GNWHM,Fiber optic,No,No,No,No,No,No
7016-NVRIC,Fiber optic,Yes,No,Yes,No,No,Yes
5829-NVSQN,DSL,Yes,No,Yes,Yes,No,Yes
9565-AXSMR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8922-LIEGH,Fiber optic,No,Yes,No,No,No,Yes
8869-LIHMK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8245-UMPYT,Fiber optic,No,No,No,No,Yes,Yes
5186-SAMNZ,Fiber optic,No,No,No,No,No,No
0447-RXSGD,Fiber optic,No,Yes,No,No,Yes,Yes
4927-WWOOZ,Fiber optic,No,No,Yes,No,Yes,No
5788-YPOEG,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5373-SFODM,Fiber optic,No,No,No,No,No,Yes
0661-KBKPA,DSL,No,No,Yes,Yes,Yes,Yes
9081-WWXKP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0784-ZQJZX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3133-PZNSR,Fiber optic,Yes,Yes,No,Yes,No,Yes
5766-ZJYBB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8931-GJJIQ,Fiber optic,No,No,No,No,No,Yes
4277-PVRAN,Fiber optic,No,No,No,No,Yes,No
0022-TCJCI,DSL,Yes,No,Yes,No,No,Yes
0722-SVSFK,Fiber optic,No,No,Yes,Yes,Yes,Yes
3612-YVGSJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9825-YCXWZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
5397-NSKQG,DSL,Yes,No,No,No,Yes,Yes
8565-HBFNN,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2000-DHJUY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0203-HHYIJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8670-ERCJH,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7758-UJWYS,DSL,No,No,No,Yes,Yes,No
2050-ONYDQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7055-JCGNI,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0739-UUAJR,DSL,Yes,No,Yes,No,Yes,Yes
4826-DXMUP,DSL,No,No,No,Yes,Yes,Yes
0952-KMEEH,Fiber optic,Yes,No,No,No,Yes,Yes
7285-KLOTR,DSL,Yes,No,Yes,No,Yes,Yes
0654-PQKDW,DSL,Yes,No,Yes,Yes,Yes,No
7175-NTIXE,DSL,Yes,No,No,Yes,Yes,Yes
7963-SHNDT,DSL,Yes,Yes,No,Yes,No,No
9796-BPKIW,Fiber optic,No,No,No,No,No,No
0188-GWFLE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8129-GMVGI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2882-DDZPG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3547-LQRIK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9137-NOQKA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5843-TTHGI,DSL,No,No,Yes,No,No,No
1849-RJYIG,DSL,Yes,No,No,No,Yes,No
8868-GAGIO,Fiber optic,Yes,No,Yes,No,No,No
4061-UKJWL,DSL,No,No,No,No,No,No
5380-XPJNZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8263-QMNTJ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8178-EYZUO,Fiber optic,Yes,Yes,No,No,No,Yes
3230-JCNZS,Fiber optic,Yes,Yes,Yes,No,Yes,No
0277-ORXQS,DSL,No,No,No,Yes,Yes,Yes
5130-IEKQT,Fiber optic,No,Yes,Yes,No,Yes,Yes
3230-WYKIR,DSL,No,No,Yes,Yes,Yes,Yes
7996-BPXHY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3227-WLKLI,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0407-BDJKB,Fiber optic,No,Yes,Yes,No,Yes,No
2266-FUBDZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8237-ULIXL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9600-UDOPK,Fiber optic,No,No,No,No,Yes,Yes
8216-AZUUZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
9153-BTBVV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4074-SJFFA,DSL,No,No,No,No,No,Yes
3269-ATYWD,Fiber optic,No,No,No,No,Yes,Yes
5186-PEIZU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1074-AMIOH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4910-GMJOT,Fiber optic,No,No,No,No,Yes,Yes
0354-WYROK,Fiber optic,No,No,Yes,Yes,Yes,Yes
4361-FEBGN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7748-UMTRK,Fiber optic,No,No,No,Yes,Yes,Yes
0380-ZCSBI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7145-FEJWU,Fiber optic,No,Yes,Yes,No,Yes,Yes
6463-MVYRY,DSL,Yes,No,Yes,Yes,Yes,No
3969-JQABI,DSL,Yes,Yes,No,No,Yes,No
9624-EGDEQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1051-EQPZR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5849-ASHZJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5780-INQIK,DSL,No,No,No,Yes,No,No
7576-OYWBN,Fiber optic,No,No,No,No,No,No
4526-ZJJTM,Fiber optic,No,Yes,Yes,No,No,Yes
8384-FZBJK,Fiber optic,No,Yes,No,No,Yes,Yes
3750-RNQKR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0962-CQPWQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3096-YXENJ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1265-BCFEO,DSL,No,No,Yes,Yes,Yes,Yes
5837-LXSDN,DSL,No,Yes,No,No,Yes,No
5945-AZYHT,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8325-QRPZR,Fiber optic,No,No,Yes,No,No,No
6384-VMJHP,DSL,Yes,Yes,Yes,Yes,No,Yes
2262-SLNVK,Fiber optic,No,No,No,No,No,No
7730-CLDSV,Fiber optic,No,Yes,Yes,Yes,No,Yes
1135-HIORI,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0164-APGRB,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6481-ESCNL,Fiber optic,No,No,Yes,No,Yes,Yes
1790-NESIO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1550-EENBN,Fiber optic,Yes,Yes,No,No,Yes,Yes
5539-TMZLF,Fiber optic,No,No,No,No,No,No
4323-SADQS,DSL,Yes,No,No,Yes,No,No
4446-BZKHU,Fiber optic,No,Yes,Yes,No,Yes,Yes
5202-IVJNU,DSL,No,No,Yes,No,No,No
5976-JCJRH,Fiber optic,No,No,No,No,No,No
8198-RKSZG,DSL,No,Yes,No,Yes,Yes,Yes
0137-OCGAB,Fiber optic,No,Yes,No,No,No,No
3351-NQLDI,Fiber optic,Yes,No,No,Yes,No,Yes
9297-EONCV,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7593-JNWRU,DSL,No,No,No,No,No,No
4588-YBNIB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1069-QJOEE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3336-JORSO,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7799-DSEWS,DSL,Yes,No,Yes,Yes,Yes,No
8766-PAFNE,DSL,No,Yes,Yes,Yes,Yes,Yes
5315-CKEQK,DSL,No,No,No,No,No,No
3130-ICDUP,Fiber optic,Yes,No,No,No,No,No
0820-FNRNX,DSL,No,Yes,Yes,Yes,No,No
0880-FVFWF,Fiber optic,Yes,Yes,No,No,No,No
4611-ANLQC,DSL,Yes,Yes,Yes,No,No,Yes
4213-HKBJO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2792-LSHWX,Fiber optic,Yes,Yes,No,Yes,No,No
5028-GZLDO,Fiber optic,No,No,No,No,No,No
0014-BMAQU,Fiber optic,Yes,No,No,Yes,No,No
6861-XWTWQ,Fiber optic,No,No,Yes,No,Yes,Yes
9018-PCIOK,DSL,No,Yes,Yes,No,No,Yes
4837-QUSFT,Fiber optic,Yes,Yes,No,Yes,Yes,No
6877-TJMBR,Fiber optic,No,No,No,Yes,Yes,No
9953-ZMKSM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0907-HQNTS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7665-NKLAV,DSL,Yes,No,Yes,Yes,No,No
6769-DCQLI,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2433-KMEAS,DSL,Yes,No,No,No,No,No
4391-LNRXK,Fiber optic,No,Yes,Yes,Yes,No,Yes
8250-ZNGGW,DSL,Yes,Yes,No,Yes,No,No
2195-ZRVAX,Fiber optic,No,No,Yes,No,No,Yes
3550-SAHFP,Fiber optic,No,No,No,No,No,Yes
2011-TRQYE,DSL,No,Yes,Yes,No,No,No
8562-GHPPI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5893-PYOLZ,DSL,No,Yes,Yes,Yes,Yes,Yes
4986-MXSFP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6131-FOYAS,DSL,Yes,No,Yes,No,No,No
3027-YNWZU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5609-IMCGG,Fiber optic,Yes,No,Yes,No,No,No
4873-ILOLJ,Fiber optic,No,No,No,No,Yes,Yes
4727-MCYZG,DSL,No,No,No,No,No,Yes
9481-WHGWY,DSL,Yes,No,No,Yes,Yes,Yes
2725-KXXWT,Fiber optic,No,No,No,No,Yes,Yes
9565-DJPIB,Fiber optic,No,Yes,No,No,Yes,No
4328-VUFWD,DSL,No,No,No,Yes,No,Yes
3301-LSLWQ,DSL,Yes,No,No,No,No,Yes
7473-ZBDSN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3166-PNEOF,DSL,Yes,No,Yes,Yes,Yes,Yes
5639-NTUPK,DSL,Yes,No,No,No,No,No
8780-YRMTT,DSL,Yes,Yes,Yes,Yes,No,No
8348-HFYIV,DSL,No,No,Yes,No,Yes,Yes
5140-FOMCQ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6242-SGYTS,Fiber optic,Yes,Yes,No,No,Yes,No
8166-ORCHU,Fiber optic,Yes,Yes,No,Yes,No,Yes
8414-OOEEL,DSL,No,Yes,Yes,Yes,Yes,Yes
8454-AATJP,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6849-WLEYG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4659-NZRUF,Fiber optic,Yes,Yes,No,No,No,Yes
4531-AUZNK,Fiber optic,Yes,No,No,Yes,Yes,No
4191-XOVOM,Fiber optic,No,Yes,No,Yes,Yes,Yes
2150-OEGBV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8429-XIBUM,Fiber optic,Yes,No,No,No,Yes,Yes
1855-CFULU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4878-BUNFV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1872-EBWSC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2608-BHKFN,Fiber optic,No,No,No,No,No,No
7026-YMSBE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7341-LXCAF,Fiber optic,No,No,No,No,No,No
6997-UVGOX,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9674-EHPPG,DSL,Yes,No,Yes,Yes,No,No
9462-MJUAW,DSL,No,No,No,No,No,No
8128-YVJRG,Fiber optic,Yes,No,No,No,No,No
5440-VHLUL,Fiber optic,No,Yes,No,Yes,Yes,Yes
5781-BKHOP,Fiber optic,Yes,Yes,Yes,No,Yes,No
4283-FUTGF,Fiber optic,No,No,Yes,No,No,No
5213-TWWJU,Fiber optic,No,No,Yes,Yes,No,Yes
1569-TTNYJ,Fiber optic,No,Yes,No,No,No,No
8628-MFKAX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2397-BRLOM,Fiber optic,No,No,No,No,Yes,No
7629-WIXZF,DSL,Yes,No,No,No,No,Yes
5445-GLVOT,DSL,Yes,No,No,No,No,No
3976-HXHCE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2466-NEJOJ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0254-KCJGT,DSL,Yes,Yes,Yes,Yes,No,Yes
5472-CVMDX,DSL,Yes,No,Yes,Yes,No,No
6461-SZMCV,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8150-QUDFX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9508-ILZDG,Fiber optic,No,Yes,No,Yes,Yes,No
2346-DJQTB,DSL,No,No,No,No,No,No
1697-LYYYX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1942-OQFRW,DSL,No,No,No,No,No,No
4749-VFKVB,DSL,No,No,No,No,No,No
9640-ZSLDC,DSL,No,No,Yes,No,No,Yes
4231-LZUYM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7598-UAASY,Fiber optic,No,No,Yes,No,No,No
7938-OUHIO,Fiber optic,No,No,Yes,Yes,Yes,Yes
8510-AWCXC,Fiber optic,Yes,No,No,No,Yes,Yes
6128-AQBMT,DSL,No,Yes,Yes,No,Yes,Yes
3594-BDSOA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0431-APWVY,Fiber optic,No,No,No,No,Yes,Yes
5133-VRSAB,DSL,Yes,No,No,No,No,No
5996-DAOQL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6838-YAUVY,Fiber optic,No,No,Yes,Yes,No,Yes
0484-JPBRU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7883-ROJOC,DSL,No,No,No,No,No,No
0244-LGNFY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7274-CGTOD,DSL,Yes,Yes,Yes,Yes,No,No
4295-YURET,DSL,Yes,No,No,Yes,Yes,Yes
3426-NIYYL,DSL,No,No,No,No,No,No
8225-BTJAU,Fiber optic,No,No,No,No,No,Yes
4635-EJYPD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1866-ZSLJM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4636-TVXVG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4236-UJPWO,DSL,No,No,No,No,No,No
9392-XBGTD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3387-VATUS,Fiber optic,No,No,No,No,Yes,Yes
6402-SSEJG,DSL,Yes,Yes,Yes,No,Yes,Yes
1143-NMNQJ,Fiber optic,No,No,No,No,No,Yes
1169-SAOCL,Fiber optic,No,Yes,No,Yes,Yes,Yes
1110-KYLGQ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9929-PLVPA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3518-PZXZQ,DSL,No,No,No,No,Yes,No
2371-JUNGC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7693-QPEFS,Fiber optic,No,No,No,No,No,No
0924-BJCRC,Fiber optic,No,Yes,No,No,No,Yes
5074-FBGHB,Fiber optic,No,No,Yes,Yes,Yes,Yes
2351-BKRZW,DSL,Yes,No,Yes,No,Yes,Yes
4455-BFSPD,Fiber optic,No,No,No,Yes,Yes,Yes
0415-MOSGF,DSL,No,No,No,No,No,No
1724-BQUHA,Fiber optic,No,No,No,No,Yes,Yes
3948-KXDUF,DSL,Yes,Yes,Yes,Yes,No,No
2323-ARSVR,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0815-MFZGM,Fiber optic,No,No,Yes,Yes,Yes,Yes
4826-XTSOH,Fiber optic,No,No,No,No,Yes,No
5480-XTFFL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8295-FHIVV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2495-INZWQ,DSL,No,No,No,No,Yes,Yes
9086-YJYXS,DSL,No,No,Yes,No,Yes,Yes
1179-INLAT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7909-FIOIY,DSL,No,No,No,No,No,No
4139-SUGLD,DSL,Yes,No,No,Yes,No,No
6857-VWJDT,Fiber optic,No,No,No,No,Yes,Yes
6351-SCJKT,DSL,Yes,No,Yes,Yes,No,No
5468-BPMMO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5624-BQSSA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0197-PNKNK,Fiber optic,Yes,No,Yes,No,No,No
2439-QKJUL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1194-SPVSP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9534-NSXEM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2408-WITXK,DSL,No,No,No,No,No,Yes
8929-KSWIH,Fiber optic,No,No,Yes,Yes,Yes,Yes
2250-IVBWA,Fiber optic,Yes,Yes,No,No,No,No
1810-MVMAI,DSL,Yes,Yes,Yes,Yes,No,No
9506-UXUSK,Fiber optic,No,No,No,No,No,No
1229-RCALF,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3572-UOLYZ,Fiber optic,No,No,Yes,Yes,No,No
1429-UYJSV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5577-OTWWW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6100-QQHEB,Fiber optic,No,No,No,No,Yes,Yes
6366-XIVKZ,DSL,Yes,No,Yes,No,No,Yes
3470-OBUET,DSL,Yes,Yes,No,Yes,Yes,No
2770-NSVDG,DSL,No,No,Yes,No,No,No
9375-MHRRS,DSL,No,No,No,Yes,No,No
2634-HCZGT,DSL,Yes,No,No,Yes,No,No
7503-QQRVF,Fiber optic,No,Yes,No,No,No,No
4860-YZGZM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
